ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2024,ganancia_2024,activos_2024,pasivos_2024,patrimonio_2024,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,grupo_niif
484,890941663,DISTRIBUIDORA PASTEUR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO,560163828,12068209,204632744,61818144,142814600,491106669,4219483,183472073,51160386,132311687,10 NIIF Plenas - Individual Grupo 1
485,900199343,AMERICAS STYRENICS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2013 - Fabricación de plásticos en formas primarias,MANUFACTURA,559023996,-20266739,312446639,136606517,175840122,601435324,19670376,303221687,137051082,166170605,10 NIIF Plenas - Individual Grupo 1
486,900061224,MERCAMIO SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,558906257,7039496,118019473,67560887,50458586,479505378,3916350,102249861,49764072,52485789,40 NIIF Pymes - Individual Grupo 2
487,811029525,PRODUCTOS LACTEOS AURA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO,C1040 - Elaboración de productos lácteos,MANUFACTURA,556201049,27285925,226490485,173472875,53017610,556186773,28666416,242672905,187488002,55184903,20 NIIF Plenas - Separado Grupo 1
488,811010485,FGA FONDO DE GARANTIAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SERVICIOS,554514750,47827204,498024081,195420282,302603799,562437714,76793268,500204556,241972231,258232325,10 NIIF Plenas - Individual Grupo 1
489,890925108,PAPELES Y CARTONES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,551421536,86360119,760878496,147833501,613044995,539392214,114010757,689338249,163352641,525985608,20 NIIF Plenas - Separado Grupo 1
490,800149537,PROMOTORA DE ENERGIA ELECTRICA DE CARTAGENA Y COMPANIA SOCIEDAD EN COMANDITA POR ACCIONES-EMPRESA DE SERVICIOS PUBLICOS,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,D3511 - Generación de energia electrica,SERVICIOS,550830400,90293160,858795234,387872317,470922917,427579113,60419136,838494025,444380406,394113619,GRUPO 1
491,900907364,"""Empresa Colombiana de Cementos S.A.S "" ",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA,"C2394 - Fabricación de cemento, cal y yeso",MANUFACTURA,550257060,82107530,983896476,404195970,579700506,560597656,60543337,923357224,395799223,527558001,10 NIIF Plenas - Individual Grupo 1
492,890801339,MANISOL SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,COMERCIO,549716726,1617345,325513062,272481245,53031817,536372447,12196157,314612916,233664680,80948236,10 NIIF Plenas - Individual Grupo 1
493,800215775,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,SUPERTRANSPORTE,Costa Pacífica,VALLE,BUENAVENTURA,H5222 - Actividades de puertos y servicios complementarios para el transporte acuático,SERVICIOS,549511706,46943095,1110030270,839856044,270174226,424009125,-46469818,1056474023,833429895,223044128,GRUPO 1
494,900123408,Compañia de inversiones textiles de moda SAS - TEXMODA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,548719747,-24326579,377617027,378170270,-553243,602366212,-7104266,362820481,339047145,23773336,10 NIIF Plenas - Individual Grupo 1
495,860031028,SIEMENS SOCIEDAD POR ACCIONES SIMPLIFICADA s,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,MANUFACTURA,545839494,10920099,423272019,237012989,186259030,536295775,26526350,431778794,229443834,202334960,10 NIIF Plenas - Individual Grupo 1
496,900763357,CONCESION PACIFICO TRES SAS,SUPERTRANSPORTE,Eje Cafetero,CALDAS,MANIZALES,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,544886872,46232666,3860873695,3541342377,319531318,622477084,-15715001,3646085185,3372786533,273298652,GRUPO 2
497,810003907,IINDUSTRIAS LA VICTORIA SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,CHINCHINA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,544254145,85511146,411578323,82515722,329062601,517230296,62681803,302257623,65706168,236551455,40 NIIF Pymes - Individual Grupo 2
498,900828016,CI ACA ALUMNIOS COBRES Y ACEROS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",COMERCIO,544024637,3210099,52558081,37231172,15326909,487677059,1594338,35813490,23711637,12101853,10 NIIF Plenas - Individual Grupo 1
499,890312765,MORELCO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,541134012,-191777109,232160031,307437985,-75277954,695448532,59292131,458352347,331571174,126781173,20 NIIF Plenas - Separado Grupo 1
500,900744773,CONCESIONARIA VIAL DEL PACIFICO S.A.S,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,SABANETA,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,541064977,-232657762,8474741238,6645778875,1828962362,130104526,242614620,7566259551,5504639427,2061620124,GRUPO 1
501,830029703,RCN TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,J6020 - Actividades de programación y transmisión de televisión,SERVICIOS,540706003,-32726993,805792642,589980226,215812416,549627289,-37641771,732019012,510253249,221765763,GRUPO 1
502,860531287,SONEPAR COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,540414627,6697443,254611208,227177542,27433666,495878587,730811,242250139,221513916,20736223,10 NIIF Plenas - Individual Grupo 1
503,800216499,AGOFER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,539610492,-12247499,394203444,240538752,153664692,625534221,-4523022,420217857,254305666,165912191,10 NIIF Plenas - Individual Grupo 1
504,901574072,BTG PACTUAL COMERCIALIZADORA DE ENERGIA  S.A.S. E.S.P.,SUPERSERVICIOS,Antioquia,ANTIOQUIA,MEDELLIN,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",SERVICIOS,538374000,92193000,383648000,86759000,296889000,217376000,5838000,230158000,25462000,204696000,GRUPO 1
505,830047819,Coca-Cola Bebidas de Colombia ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,537336037,25915059,296944011,239903666,57040345,618886854,14593744,326852523,274095796,52756727,10 NIIF Plenas - Individual Grupo 1
506,890304099,HOTELES ESTELAR SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI,I5511 - Alojamiento en hoteles,SERVICIOS,534104269,35413036,844574093,459939617,384634476,507656436,28796266,812848560,456888888,355959672,20 NIIF Plenas - Separado Grupo 1
507,900214588,ESPACIO PRODUCTIVO SAS ESP,SUPERSERVICIOS,Antioquia,ANTIOQUIA,MEDELLIN,D3511 - Generación de energia electrica,SERVICIOS,532470853,15662859,189576393,137528228,52048165,308453339,9346832,144749594,104364291,40385303,GRUPO 2
508,802007669,TRANSELCA S.A. E.S.P.,SUPERFINANCIERA,Costa Atlántica,ATLANTICO,BARRANQUILLA,D3512 - Transmision d energia electrica,SERVICIOS,532381945,206031713,2004642561,1069321353,935321208,476195830,199451818,1936548365,1025967135,910581230,GRUPO 1
509,800161633,CONSTRUCTORA LAS GALIAS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,530579174,268930134,2355253729,713107834,1642145895,438982820,214633481,2108250445,754494918,1353755527,50 NIIF Pymes - Separado Grupo 2
510,830013774,INDRA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,530561165,-4221218,322196645,215605167,106591478,514831626,124434,250722400,139909704,110812696,10 NIIF Plenas - Individual Grupo 1
511,830113598,ADMINEGOCIOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",COMERCIO,530477184,405779882,9113965836,1602231202,7511734634,496180089,326772614,8591222728,1594797482,6996425246,20 NIIF Plenas - Separado Grupo 1
512,900226948,LABORATORIOS SIEGFRIED S.A.S ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,530427441,17915283,843072058,344757163,498314895,502108004,95378017,794231819,353826020,440405799,20 NIIF Plenas - Separado Grupo 1
513,800175746,EMPRESA URRA S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,CORDOBA,MONTERIA,D3511 - Generación de energia electrica,SERVICIOS,530380510,36001640,1826197972,370652316,1455545656,456576253,57402197,1692821333,273277317,1419544016,414
514,830036108,SED INTERNATIONAL DE COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,530353333,8419444,199655588,134219263,65436325,573155608,9025704,210170168,151204037,58966131,10 NIIF Plenas - Individual Grupo 1
515,900088915,EMPRESA AEREA DE SERVICIOS Y FACILITACION LOGISTICA INTEGRAL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,H5111 - Transporte aéreo nacional de pasajeros,SERVICIOS,528796749,1729468,651729033,579031498,72697535,539806748,39138385,605832336,488788919,117043417,20 NIIF Plenas - Separado Grupo 1
516,860524007,INVERSIONES VENTURA GROUP S.A.,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,H5224 - Almacenamiento y actividades complementarias al transporte,SERVICIOS,528662057,15858426,464248238,317649920,146598318,382268152,10412081,392667515,256221070,136446445,GRUPO 2
517,900570964,ULTRACEM SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA,"C2394 - Fabricación de cemento, cal y yeso",MANUFACTURA,528179877,30435467,572324810,227734475,344590335,524114237,4729367,442398125,232740399,209657726,20 NIIF Plenas - Separado Grupo 1
518,900277370,ISHOP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,528080045,704739,197222141,176846280,20375861,653733969,9544628,228752181,209081059,19671122,10 NIIF Plenas - Individual Grupo 1
519,800095254,AMERICAN AIRLINES INC. SUCURSAL COLOMBIANA,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO,H5112 - Transporte aéreo,SERVICIOS,527780759,6760152,113973105,105207097,8766007,580247105,5773383,124639854,116860616,7779238,GRUPO 2
520,860000531,CUSEZAR SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,527660895,80147346,1115977335,580328600,535648735,300169373,15117942,1029762115,556767726,472994389,50 NIIF Pymes - Separado Grupo 2
521,890900076,CINE COLOMBIA S.A.S. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,527393169,60458867,1073154474,388156001,684998473,605386968,92720052,842399120,378151264,464247856,20 NIIF Plenas - Separado Grupo 1
522,860000896,SIKA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,526472497,59519274,321358147,141964642,179393505,498537513,72241520,274903247,154875733,120027514,10 NIIF Plenas - Individual Grupo 1
523,860028601,FINANZAUTO S.A. BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SERVICIOS,526380903,46410564,2215416743,1574479218,640937525,525771551,54298897,2076905373,1488298104,588607269,20 NIIF Plenas - Separado Grupo 1
524,900862215,CONCESIONARIA VIAL DEL ORIENTE SAS,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,523213657,159383616,8911963638,5859284133,3052679505,715572970,597724067,8432193069,5579088578,2853104491,GRUPO 1
525,800136835,CIRION TECHNOLOGIES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,521172052,4205398,825785507,272735079,553050428,508818780,29525285,796110759,282138339,513972420,10 NIIF Plenas - Individual Grupo 1
526,800007955,COMMERK S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,520137001,35059182,277615018,148236474,129378544,562970353,36185181,284759666,187440304,97319362,50 NIIF Pymes - Separado Grupo 2
527,806000179,HOTELES DECAMERON COLMBIA S.A.S SIGLA HODECOL S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,I5511 - Alojamiento en hoteles,SERVICIOS,518717878,3891435,3284163933,2540765183,743398750,481687772,143667630,3023341224,2452445910,570895314,20 NIIF Plenas - Separado Grupo 1
528,901390015,FAST MODA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,517698771,5577542,307245897,275377920,31867977,447416274,7646107,281723501,255433066,26290435,40 NIIF Pymes - Individual Grupo 2
529,860005114,MESSER COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,516965671,63405637,477192932,181133237,296059695,507788789,55034299,452530237,149623514,302906723,10 NIIF Plenas - Individual Grupo 1
530,901524301,C.I CARBOMAZ S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,C1910 - Fabricación de productos de hornos de coque,MANUFACTURA,516934518,-12122496,227872847,160021971,67850876,764453632,14793402,282630315,169841794,112788521,20 NIIF Plenas - Separado Grupo 1
531,900475730,CONSTRUCTORA ARIGUANI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,516628852,-32556158,1084021911,1095713238,-11691327,472245287,29182005,836074455,815209624,20864831,10 NIIF Plenas - Individual Grupo 1
532,890322007,Quimpac de Colombia SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,512876614,28988463,687504432,443479499,244024933,547052273,65272983,586801637,347111955,239689682,20 NIIF Plenas - Separado Grupo 1
533,860513493,CONSTRUCTORA BOLIVAR BOGOTA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,512410468,37530768,4523622879,3311979059,1211643820,500573734,13827509,4261462240,3087349188,1174113052,20 NIIF Plenas - Separado Grupo 1
534,800230209,Weatherford Colombia Limited,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,510310232,36315830,396891086,204259640,192631446,650770467,-32001193,413386463,260336570,153049893,10 NIIF Plenas - Individual Grupo 1
535,800047031,Dexco Colombia S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",MANUFACTURA,509502636,130998371,590103792,85580215,504523577,485357899,95353531,642159090,65205579,576953511,20 NIIF Plenas - Separado Grupo 1
536,830098375,FLORES IPANEMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,509442731,-36178512,357577349,355925359,1651990,447299986,866753,330508187,292536007,37972180,20 NIIF Plenas - Separado Grupo 1
537,800237456,EMTELCO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,N8220 - Actividades de centros de llamadas (call center),SERVICIOS,507709381,14224797,263232948,126971262,136261686,500927554,4680729,240534873,114365451,126169422,10 NIIF Plenas - Individual Grupo 1
538,860013951,G4S SECURE SOLUTIONS COLOMBIA SA .,SUPERVIGILANCIA ,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,506567275,5432564,187869658,113750125,74119532,385214733,9586488,162779803,94092835,68686968,GRUPO 1
539,800133807,Megalabs Colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,506082406,55325270,445060436,80957335,364103101,486411682,57003251,403403865,88426850,314977015,10 NIIF Plenas - Individual Grupo 1
540,900078103,COMBUSTIBLES HYR LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,505575571,3300594,150688310,114012357,36675953,502629067,-266839,150388327,117012968,33375359,40 NIIF Pymes - Individual Grupo 2
541,900123504,CABLECOL Y CIA SCA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,503788240,7187174,239147653,177338863,61808790,475036027,14972579,209726440,134717816,75008624,40 NIIF Pymes - Individual Grupo 2
542,890904615,AUTOAMERICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,502353984,24254620,169430200,49834879,119595321,501340056,13181269,173017901,78711188,94306713,20 NIIF Plenas - Separado Grupo 1
543,900311581,MAC CENTER COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,502048155,-6649619,197232705,173348942,23883763,585674619,4308111,209352112,178818730,30533382,10 NIIF Plenas - Individual Grupo 1
544,860002428,Bristol Myers Squibb de Colombia SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,501788177,14520718,352645266,193180458,159464808,447912011,-14506235,254235089,109290999,144944090,10 NIIF Plenas - Individual Grupo 1
545,802023228,C.I. EMPRESA COLOMBIANA DE SERVICIOS PETROLEROS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,500269628,4520476,63263083,42590375,20672708,419883697,2093170,52044814,41231748,10813066,40 NIIF Pymes - Individual Grupo 2
546,900783939,TAKEDA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,499605723,9816180,455838940,236914094,218924846,447352908,36703684,406419688,197311022,209108666,10 NIIF Plenas - Individual Grupo 1
547,890901110,CONSTRUCTORA CONCONCRETO S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN,F4220 - Construcción de proyectos de servicio público,CONSTRUCCIÓN,498844856,-195784282,1977807770,698088964,1279718806,792517012,17373579,2697411346,1245562562,1451848784,GRUPO 1
548,901607093,AUTOPISTA DEL RIO GRANDE SAS,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,496308112,15828805,1728511777,1712550774,15961003,289719814,1328703,828039664,827907466,132198,GRUPO 1
549,901303824,INVERSIONES MCN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,495912137,-74277856,493949430,217621421,276328009,495409162,-53377795,542436545,191830680,350605865,20 NIIF Plenas - Separado Grupo 1
550,800125639,KENWORTH DE LA MONTAÑA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,495247171,-41613347,637966557,543701249,94265308,723456327,18096793,772163218,636284563,135878655,10 NIIF Plenas - Individual Grupo 1
551,900334431,TERMONORTE SAS ESP,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,D3511 - Generación de energia electrica,SERVICIOS,493394888,52251754,806881318,668838729,138042589,554637107,183532140,416682325,150499768,266182557,GRUPO 2
552,800146425,ORGANIZACION SOLARTE & CIA S.A S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,492682784,21062555,488468597,218795540,269673057,617570061,28221963,466197534,211856287,254341247,10 NIIF Plenas - Individual Grupo 1
553,890900120,Suministros de Colombia S.A.S ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,490477189,45914009,513516149,252577705,260938444,507828175,44034064,477352697,180891474,296461223,20 NIIF Plenas - Separado Grupo 1
554,817003055,"""TECNOFAR TQ S.A.S. "" ",SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER DE QUILICHAO,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,489748013,88976883,806297175,127607564,678689611,535686412,100461608,801318352,91605624,709712728,20 NIIF Plenas - Separado Grupo 1
555,890903474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN,C2030 - Fabricacion de fibras sinteticas y artificiales,MANUFACTURA,487908236,10180473,668093432,161781605,506311827,574396755,20048514,695694909,181076423,514618486,GRUPO 1
556,800093391,NOVAMED S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,487522874,31906456,257689379,84022833,173666546,474888327,36638420,219200416,77440326,141760090,10 NIIF Plenas - Individual Grupo 1
557,830050346,NESTLE PURINA PET CARE DE COLOMBIA SA  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,487345381,46894463,322542726,245391386,77151340,514373116,43898169,286920292,212588802,74331490,10 NIIF Plenas - Individual Grupo 1
558,860042141,PRODUCTOS QUÍMICOS PANAMERICANOS SA EN REORGANIZACIÓN ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,487325919,8607342,681808304,493204996,188603308,445446295,5088465,642652756,463213051,179439705,50 NIIF Pymes - Separado Grupo 2
559,800033858,SOCIEDAD PORTUARIA EL CAYAO S.A E.S.P,SUPERSERVICIOS,Costa Atlántica,BOLIVAR,CARTAGENA,L6810 - Actividades inmobiliarias,SERVICIOS,485657453,163369616,1965757275,1473475026,492282249,419753875,99462580,1692609739,1342501059,350108680,GRUPO 1
560,900377163,ATC SITIOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",SERVICIOS,485470318,-134470167,1983530868,1561019059,422511809,444253637,50076518,1993512963,1436530988,556981975,20 NIIF Plenas - Separado Grupo 1
561,900737989,BEMOVIL SAS ,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,485126290,835473,26930466,24491679,2438787,392657143,-89252,15153909,13614465,1539444,50 NIIF Pymes - Separado Grupo 2
562,830008524,BLU LOGISTICS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,H4923 - Transporte de carga por carretera,SERVICIOS,484828520,17433948,144970811,74911621,70059190,370234329,-13346468,122051725,69426483,52625242,40 NIIF Pymes - Individual Grupo 2
563,802019339,ADAMA ANDINA BV SUCURSAL COLOMBIA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,MANUFACTURA,484161671,13814168,939768043,661033954,278734089,596274532,24728149,781400585,516480664,264919921,10 NIIF Plenas - Individual Grupo 1
564,800252396,AGUAS DE CARTAGENA S.A.  E.S.P.,SUPERSERVICIOS,Costa Atlántica,BOLIVAR,CARTAGENA,"E3600 - Captación, tratamiento y distribución de agua",SERVICIOS,483655186,31219152,533187482,392939951,140247531,435236486,27179906,503501521,369213286,134288235,414
