ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
74,830114921,Colombia Movil S A E S P,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6120 - Actividades de telecomunicaciones inalámbricas,Servicios,2695937154,-201933445,5537445381,5487849437,49595944,2618543360,-254073217,4406575064,4394549338,12025726,10 NIIF Plenas - Individual Grupo 1
75,900604350,ALIANZA MEDELLIN ANTIOQUIA EPS S.A.S. 'SAVIA SALUD EPS',SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,2614164061,-215916815,183028642,969763091,-786734449,2506208374,-149579232,218330000,789147633,-570817633,CGN RES. 414/2014
76,860031606,DIANA CORPORACION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1051 - Elaboración de productos de molinería,Manufactura,2603130874,-10849579,1316368665,1010423339,305945326,2426025472,18541965,1325500150,1045017302,280482848,20 NIIF Plenas - Separado Grupo 1
77,860078828,COMPAÑIA DE MEDICINA PREPAGADA COLSANITAS S A,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",Q8699 - Otras actividades de atención de la salud humana,Servicios,2596567000,-2213468,1990060000,1116210000,873850000,2551538411,128937574,2062503223,1073497298,989005925,GRUPO 1
78,890900291,SOLLA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI,C1090 - Elaboración de alimentos preparados para animales,Manufactura,2590885343,72629512,856616550,477600564,379015986,2662919168,76012372,1028851652,680160935,348690717,20 NIIF Plenas - Separado Grupo 1
79,899999094,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BOGOTÁ E.S.P",SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","E3600 - Captación, tratamiento y distribución de agua",Servicios,2582303736,280350044,10823525769,5408944302,5414581467,2337902184,286983234,9609009721,4150610388,5458399333,
80,860002304,GENERAL MOTORS - COLMOTORES S.A. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2910 - Fabricación de vehículos automotores y sus motores,Manufactura,2571204435,-183449456,1833379589,1333934909,499444680,3567659264,70861223,2130379597,1402691226,727688371,20 NIIF Plenas - Separado Grupo 1
81,860004828,ALIMENTOS FINCA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,C1090 - Elaboración de alimentos preparados para animales,Manufactura,2569096328,76971738,1085279350,610654949,474624401,2642031616,64538839,1189963166,755127259,434835907,10 NIIF Plenas - Individual Grupo 1
82,900323853,TELEPERFORMANCE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8220 - Actividades de centros de llamadas (call center),Servicios,2555695428,95190624,1235413588,470868926,764544662,2625649664,282006334,1420035245,547433424,872601821,20 NIIF Plenas - Separado Grupo 1
83,891304762,ITALCOL DE OCCIDENTE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C1090 - Elaboración de alimentos preparados para animales,Manufactura,2534177893,96680151,680512139,284424724,396087415,2249239040,69933790,699715609,368698741,331016868,20 NIIF Plenas - Separado Grupo 1
84,900943243,SURAMERICA COMERCIAL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",Comercio,2422498980,74016294,1436539661,857061690,579477971,1704280704,34349831,1291562418,716050439,575511979,40 NIIF Pymes - Individual Grupo 2
85,900736182,Apple Colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",Comercio,2365711097,129946934,672910814,525493032,147417782,2096698880,639491,618645392,601174544,17470848,10 NIIF Plenas - Individual Grupo 1
86,860069378,CERRO MATOSO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0723 - Extracción de minerales de níquel,Minero,2322628000,219997000,2495192000,1401671000,1093521000,3901787904,1285113000,3471109000,1549977000,1921132000,10 NIIF Plenas - Individual Grupo 1
87,890300546,COLGATE PALMOLIVE COMPAÑIA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,2321638960,90936079,919922581,589577587,330344994,1994738304,73025032,995577008,750350315,245226693,10 NIIF Plenas - Individual Grupo 1
88,900166687,CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,B0722 - Extracción de oro y otros metales preciosos,Minero,2282582458,475673657,4338207958,2257603009,2080604949,1884376960,134962904,5543603917,3331440733,2212163184,10 NIIF Plenas - Individual Grupo 1
89,900017447,FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",Comercio,2241089430,-21410957,1370632716,1040866872,329765844,2515224832,46205407,1449763177,1118555082,331208095,10 NIIF Plenas - Individual Grupo 1
90,900232454,LINEA AEREA CARGUERA DE COLOMBIA S.A.,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5111 - Transporte aéreo nacional de pasajeros,Servicios,2237972494,-32650542,1854403909,1452028957,402374952,2157964704,-41510513,3065233357,2533186483,532046874,GRUPO 1
91,890101691,GASES DEL CARIBE S.A. EMPRESA DE SERVICIOS PUBLICOS ,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"D3520 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,2232547309,317043566,2633538402,2114918942,518619460,2272977206,288217579,2425491345,1895639840,529851505,
92,890201881,AVSA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",A0145 - Cría de aves de corral,Agropecuario,2217141735,80618545,1155151323,468858701,686292622,2105463808,165073725,914322684,298638183,615684501,50 NIIF Pymes - Separado Grupo 2
93,819001667,PETROLEOS DEL MILENIO  S.A.S,SUPERTRANSPORTE,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio,2210186881.3209996,26026850.179,843995845.709,553611051.928,290384793.781,1449259843.5070002,6504074.818,679917339.136,415559395.534,264357943.602,GRUPO 2
94,860025900,Alpina Productos Alimenticios S.A.S BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO,C1040 - Elaboración de productos lácteos,Manufactura,2191222413,93628205,1536664368,1298110665,238553703,2151432192,100413856,1581896347,1337863091,244033256,20 NIIF Plenas - Separado Grupo 1
95,800197463,POLLOS EL BUCANERO S. A.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,C1011 - Procesamiento y conservación de carne y productos cárnicos,Manufactura,2180209077,-209912459,1840853850,1203452702,637401148,1961544448,-185683055,1737609889,1204903483,532706406,20 NIIF Plenas - Separado Grupo 1
96,860004864,"SIERRACOL ENERGY ANDINA, LLC.",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,2169521927,744288345,3283703550,1263056678,2020646872,2023750400,395585843,3635889739,1491097924,2144791815,10 NIIF Plenas - Individual Grupo 1
97,860006333,YARA COLOMBIA S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,Manufactura,2156522552,163711417,1547108168,351301826,1195806342,2752448768,379905207,1692377570,639454508,1052923062,20 NIIF Plenas - Separado Grupo 1
98,800116164,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,SUPERTRANSPORTE,Costa Atlántica,BOLIVAR,CARTAGENA,H5222 - Almacenamiento y actividades complementarias al transporte,Servicios,2151206198.004,787226603.138,2549590543.696,1211159196.647,1338431347.049,2028912749.07,448666261.406,2194434187.763,1116475462.067,1077958725.696,GRUPO 2
99,900298372,CAPITAL SALUD EPSS S.A.S,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,2128300879,461154,468373022,381897999,86475023,1840371909,643948,420197664,394183795,26013869,CGN RES. 414/2014
100,900667590,INTERCOLOMBIA S.A. E.S.P,SUPERSERVICIOS,Antioquia,ANTIOQUIA,MEDELLIN,"D3512 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,2117354172,52374212,455002720,321892111,133110609,1930353135,47480873,357192093,226566198,130625895,
101,890201230,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,SUPERSERVICIOS,Centro - Oriente,SANTANDER,BUCARAMANGA,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,2098322707,220901523,2659161420,1575939919,1083221501,1711857833,234347686,2561872778,1557466458,1004406320,
102,860002130,NESTLE DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1089 - Elaboración de otros productos alimenticios n.c.p.,Manufactura,2065475180,46666321,1333841160,1262017357,71823803,2086758400,172679882,1286157966,1072807931,213350035,20 NIIF Plenas - Separado Grupo 1
103,890903532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1062 - Descafeinado, tostión y molienda del café",Manufactura,2064835809,-16934569,1808847661,1182633986,626213675,2048335232,9703633,2425810561,1612489420,813321141,20 NIIF Plenas - Separado Grupo 1
104,900319753,PRICESMART COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",Comercio,2058408889,-21065090,1146489900,698926716,447563184,1985548288,2032160,1097734740,620676977,477057763,10 NIIF Plenas - Individual Grupo 1
105,900134459,TRANSPORTADORA DE GAS INTERNACIONAL S.A. E.S.P.,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H4930 - Transporte terrestre; transporte por tuberías,Servicios,2040492651,667614473,10361345741,6341519564,4019826177,1737872435,482221948,11500713954,7379848909,4120865045,
106,860002523,CEMEX COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",Minero,2026063922,46941517,3043975008,939597459,2104377549,3124710388,1342260715,3184810696,1086996613,2097814083,20 NIIF Plenas - Separado Grupo 1
107,900491889,MASSER S.A.S ,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,G4731 - Comercio al por menor de combustible para automotores,Comercio,2019710523,-3110054,105910488,97956130,7954358,1619591552,59903,62223138,51158726,11064412,10 NIIF Plenas - Individual Grupo 1
108,890904224,C.I. Unión de Bananero de Urabá S.A. - Unibán,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4631 - Comercio al por mayor de productos alimenticios,Comercio,1976872000,44616000,1120128251,553638000,566490251,1849074048,-49780000,1177819251,598060000,579759251,20 NIIF Plenas - Separado Grupo 1
109,800149384,CLINICA COLSANITAS SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,1974800659,9692720,1434760000,838392000,596368000,1766228801,71206972,1287217013,731186445,556030568,GRUPO 1
110,860002518, UNILEVER ANDINA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,1964605304,82978147,1391335760,767779504,623556256,1934336256,78489699,1415176046,844229528,570946518,10 NIIF Plenas - Individual Grupo 1
111,890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1089 - Elaboración de otros productos alimenticios n.c.p.,Manufactura,1956126096,32680622,657791352,382469576,275321776,1954285184,59299201,622597506,382423954,240173552,10 NIIF Plenas - Individual Grupo 1
112,830010738,C.I. SUNSHINE BOUQUET S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",A0125 - Cultivo de flor de corte,Agropecuario,1950039561,23930422,1845924989,1376988054,468936935,1612054784,18445398,1575864293,1150486635,425377658,10 NIIF Plenas - Individual Grupo 1
113,800185295,MARILO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4111 - Construcción de edificios residenciales,Construccion ,1926105995,30490365,4758842141,3211813308,1547028833,1202416768,48975374,3932546837,2615147806,1317399031,20 NIIF Plenas - Separado Grupo 1
114,860041312,C.I. PRODECO S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,1925601225,-169689242,1822621607,460346783,1362274824,2824894720,979955627,2366377530,574956008,1791421522,20 NIIF Plenas - Separado Grupo 1
115,900703240,MAZDA DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4511 - Comercio de vehículos automotores nuevos,Comercio,1921230612,95786386,564605330,254859619,309745711,1610788352,48563550,482601367,244360267,238241100,10 NIIF Plenas - Individual Grupo 1
116,890900161,PRODUCTOS FAMILIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,1919824441,348731850,3335266413,774636301,2560630112,1914781312,317959711,3069800880,601699709,2468101171,20 NIIF Plenas - Separado Grupo 1
117,860053930,"SIERRACOL ENERGY ARAUCA, LLC. ",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,1908763814,608354065,1023779669,772935675,250843994,2279398912,969114420,1098081108,847068922,251012186,10 NIIF Plenas - Individual Grupo 1
118,891100445,ORF S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1051 - Elaboración de productos de molinería,Manufactura,1873187625,996262,1525442278,836360697,689081581,1842600576,103461043,1512586780,812220431,700366349,20 NIIF Plenas - Separado Grupo 1
119,860007277,MEXICHEM RESINAS COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,C2013 - Fabricación de plásticos en formas primarias,Manufactura,1862829027,-2318089,1009976702,283888311,726088391,2732723456,199531641,1186931841,246159986,940771855,10 NIIF Plenas - Individual Grupo 1
120,830113630,ZONA FRANCA CELSIA S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,1778602070,104472322,1983048650,1556001985,427046665,878567207,103034087,2044844668,1624760215,420084453,
121,900059238,MAKRO SUPERMAYORISTA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4690 - Comercio al por mayor no especializado,Comercio,1767120550,-38826651,1271290721,682007329,589283392,1702993792,-10223083,1349363670,721579973,627783697,10 NIIF Plenas - Individual Grupo 1
122,890300406,CARTON DE COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,Manufactura,1752038496,234319187,3839417195,1732768614,2106648581,1701198208,174607305,3369909543,1488136000,1881773543,20 NIIF Plenas - Separado Grupo 1
123,900082143,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,1751321707,-24561118,4040197327,2714448123,1325749204,1104717375,83904679,3805155534,2305200740,1499954794,
124,800167643,GASES DE OCCIDENTE S.A. E.S.P.,SUPERFINANCIERA,Costa Pacífica,VALLE DEL CAUCA,CALI,D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías,Servicios,1743208108,134834169,1494514390,1014693256,479821134,1523408309,134688723,1474307636,1035135197,439172439,GRUPO 1
125,900306309,ARIS MINING SEGOVIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,B0722 - Extracción de oro y otros metales preciosos,Minero,1725775273,336185806,1688192125,301771377,1386420748,1663313792,447509692,1397837436,349391082,1048446354,10 NIIF Plenas - Individual Grupo 1
126,890105526,PROMIGAS S.A. E.S.P.,SUPERFINANCIERA,Costa Atlántica,ATLANTICO,BARRANQUILLA,H4930 - Transporte por tuberías,Servicios,1721487653,1011522535,11050182098,5253051448,5797130650,1992145790,1116722164,11187938312,5491197406,5696740906,GRUPO 1
127,811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1082 - Elaboración de cacao, chocolate y productos de confitería",Manufactura,1713937435,83788452,2481415499,1297741742,1183673757,1548091136,143419938,2600348993,1156289526,1444059467,20 NIIF Plenas - Separado Grupo 1
128,800229035,TECNOGLASS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,C2310 - Fabricación de vidrio y productos de vidrio,Manufactura,1705310369,284209732,1429481099,806876744,622604355,1513050752,177330063,1192630582,853781443,338849139,20 NIIF Plenas - Separado Grupo 1
129,800018359,BEL STAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,1697696862,51468088,949683500,480740013,468943487,1515852160,33006416,1076647651,650918430,425729221,10 NIIF Plenas - Individual Grupo 1
130,800011987,Tenaris Tubocaribe Ltda,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO,C2592 - Tratamiento y revestimiento de metales; mecanizado,Manufactura,1678988496,121410962,1707998124,556927387,1151070737,2209446912,304116883,2544154171,1230408591,1313745580,10 NIIF Plenas - Individual Grupo 1
131,901351676,GRUPO BICENTENARIO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",M7010 - Actividades de administración empresarial,Servicios,1678113717,1695339439,13735198926,43980945,13691217981,1314052484,1292684274,11724906921,30947482,11693959439,20 NIIF Plenas - Separado Grupo 1
132,891300382,HARINERA DEL VALLE S.A.  ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C1051 - Elaboración de productos de molinería,Manufactura,1669894990,93492436,1477122735,437131748,1039990987,1635831552,47164080,1844172880,749805421,1094367459,20 NIIF Plenas - Separado Grupo 1
133,860001942,BAYER S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Manufactura,1654712235,33853038,1140756981,850635866,290121115,1527916800,76577029,1111370571,852065832,259304739,10 NIIF Plenas - Individual Grupo 1
134,900291798,CI ADM COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,1651816648,-1830839,233430283,164764628,68665655,1910567168,14842620,406317159,335820665,70496494,10 NIIF Plenas - Individual Grupo 1
135,800185781,AERO REPUBLICA S A,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5111 - Transporte aéreo nacional de pasajeros,Servicios,1641613914,59505197,580888023,543831298,37056725,1316235106,-30477408,809756137,823199689,-13443552,GRUPO 2
136,900087414,RIOPAILA CASTILLA S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE DEL CAUCA,CALI,C1071 - Elaboración y refinación de azúcar,Manufactura,1639491351,63231956,1414859778,846474891,568384887,1568912481,93240896,1374927655,836211786,538715869,GRUPO 1
137,811011779,RENTING COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,N7710 - Alquiler y arrendamiento de vehículos automotores,Servicios,1607496259,-111565972,3211061040,2755804685,455256355,1328955776,138711909,2905546439,2338652501,566893938,20 NIIF Plenas - Separado Grupo 1
138,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6110 - Actividades de telecomunicaciones alámbricas,Servicios,1605597376,-37205665,4075757778,1916203509,2159554269,1516632451,49093354,4218365697,2013534946,2204830751,GRUPO 1
139,811014994,COMPAÑÍA DE GALLETAS NOEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,C1089 - Elaboración de otros productos alimenticios n.c.p.,Manufactura,1600537502,188409886,2875229990,966223117,1909006873,1474042880,200731078,3140259012,982383449,2157875563,20 NIIF Plenas - Separado Grupo 1
140,860074450,QUALA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1089 - Elaboración de otros productos alimenticios n.c.p.,Manufactura,1589496702,10231913,1274505753,574174066,700331687,1372468224,3888980,1444431182,663519751,780911431,10 NIIF Plenas - Individual Grupo 1
141,860516431,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,1579512000,584004000,2090166000,663703000,1426463000,1784466048,448308000,3168173000,1217759000,1950414000,10 NIIF Plenas - Individual Grupo 1
142,890916911,INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA,C3091 - Fabricación de motocicletas,Manufactura,1576521317,143358700,1015250682,298495638,716755044,1445848576,77509279,931700505,331174720,600525785,20 NIIF Plenas - Separado Grupo 1
